stock_code,historical_name,current_name,exchange,historical_rank,historical_esg_score,decision,reason,requires_review
000720.SZ,山东新能泰山发电股份有限公司,新能泰山,SZSE,235,30.85,provisional_include,历史能源样本且当前仍正常上市,False
600642.SH,申能股份有限公司,申能股份,SSE,236,30.6,provisional_include,历史能源样本且当前仍正常上市,False
300568.SZ,深圳市星源材质科技股份有限公司,星源材质,SZSE,237,30.59,provisional_include,历史能源样本且当前仍正常上市,False
688408.SH,江苏中信博新能源科技股份有限公司,中信博,SSE,238,30.54,provisional_include,历史能源样本且当前仍正常上市,False
002801.SZ,杭州微光电子股份有限公司,微光股份,SZSE,239,30.51,provisional_include,历史能源样本且当前仍正常上市,False
600580.SH,卧龙电气驱动集团股份有限公司,卧龙电驱,SSE,240,30.47,provisional_include,历史能源样本且当前仍正常上市,False
603318.SH,水发派思燃气股份有限公司,水发燃气,SSE,241,30.26,provisional_include,历史能源样本且当前仍正常上市,False
688499.SH,广东利元亨智能装备股份有限公司,利元亨,SSE,242,30.09,provisional_include,历史能源样本且当前仍正常上市,False
600674.SH,四川川投能源股份有限公司,川投能源,SSE,243,30.05,provisional_include,历史能源样本且当前仍正常上市,False
603053.SH,成都燃气集团股份有限公司,成都燃气,SSE,244,29.91,provisional_include,历史能源样本且当前仍正常上市,False
605028.SH,宁波世茂能源股份有限公司,世茂能源,SSE,245,29.9,provisional_include,历史能源样本且当前仍正常上市,False
002300.SZ,福建南平太阳电缆股份有限公司,太阳电缆,SZSE,246,29.81,provisional_include,历史能源样本且当前仍正常上市,False
002498.SZ,青岛汉缆股份有限公司,汉缆股份,SZSE,247,29.56,provisional_include,历史能源样本且当前仍正常上市,False
600777.SH,山东新潮能源股份有限公司,新潮能源,SSE,248,29.38,provisional_include,历史能源样本且当前仍正常上市,False
600416.SH,湘潭电机股份有限公司,湘电股份,SSE,249,29.29,provisional_include,历史能源样本且当前仍正常上市,False
600982.SH,宁波能源集团股份有限公司,宁波能源,SSE,250,29.16,provisional_include,历史能源样本且当前仍正常上市,False
603693.SH,江苏省新能源开发股份有限公司,江苏新能,SSE,251,29.16,provisional_include,历史能源样本且当前仍正常上市,False
300062.SZ,中能电气股份有限公司,中能电气,SZSE,252,29.15,provisional_include,历史能源样本且当前仍正常上市,False
601222.SH,江苏林洋能源股份有限公司,林洋能源,SSE,253,28.65,provisional_include,历史能源样本且当前仍正常上市,False
000690.SZ,广东宝丽华新能源股份有限公司,宝新能源,SZSE,254,28.64,provisional_include,历史能源样本且当前仍正常上市,False
000993.SZ,福建闽东电力股份有限公司,闽东电力,SZSE,255,28.53,provisional_include,历史能源样本且当前仍正常上市,False
000937.SZ,冀中能源股份有限公司,冀中能源,SZSE,256,28.52,provisional_include,历史能源样本且当前仍正常上市,False
002350.SZ,北京科锐配电自动化股份有限公司,北京科锐,SZSE,257,28.31,provisional_include,历史能源样本且当前仍正常上市,False
603577.SH,青岛汇金通电力设备股份有限公司,汇金通,SSE,258,28.29,provisional_include,历史能源样本且当前仍正常上市,False
01938.HK,珠江石油天然气钢管控股有限公司,,HKEX,259,28.23,pending_snapshot,HKEX官方快照尚未接入,True
600468.SH,天津百利特精电气股份有限公司,百利电气,SSE,260,28.17,provisional_include,历史能源样本且当前仍正常上市,False
605196.SH,河北华通线缆集团股份有限公司,华通线缆,SSE,261,27.86,provisional_include,历史能源样本且当前仍正常上市,False
603861.SH,广州白云电器设备股份有限公司,白云电器,SSE,262,27.67,provisional_include,历史能源样本且当前仍正常上市,False
603320.SH,浙江迪贝电气股份有限公司,迪贝电气,SSE,263,27.64,provisional_include,历史能源样本且当前仍正常上市,False
002128.SZ,内蒙古电投能源股份有限公司,电投能源,SZSE,264,27.63,provisional_include,历史能源样本且当前仍正常上市,False
00006.HK,电能实业有限公司,,HKEX,265,27.62,pending_snapshot,HKEX官方快照尚未接入,True
01555.HK,MI能源控股有限公司,,HKEX,266,27.59,pending_snapshot,HKEX官方快照尚未接入,True
300772.SZ,运达能源科技集团股份有限公司,运达股份,SZSE,267,27.54,provisional_include,历史能源样本且当前仍正常上市,False
600116.SH,重庆三峡水利电力(集团)股份有限公司,三峡水利,SSE,268,27.37,provisional_include,历史能源样本且当前仍正常上市,False
600903.SH,贵州燃气集团股份有限公司,贵州燃气,SSE,269,27.31,provisional_include,历史能源样本且当前仍正常上市,False
600884.SH,宁波杉杉股份有限公司,杉杉股份,SSE,270,27.3,provisional_include,历史能源样本且当前仍正常上市,False
000819.SZ,岳阳兴长石化股份有限公司,岳阳兴长,SZSE,271,27.24,provisional_include,历史能源样本且当前仍正常上市,False
00091.HK,金禧国际控股集团有限公司,,HKEX,272,27.18,pending_snapshot,HKEX官方快照尚未接入,True
002056.SZ,横店集团东磁股份有限公司,横店东磁,SZSE,273,27.14,provisional_include,历史能源样本且当前仍正常上市,False
000539.SZ,广东电力发展股份有限公司,粤电力Ａ,SZSE,274,26.71,provisional_include,历史能源样本且当前仍正常上市,False
601616.SH,上海广电电气(集团)股份有限公司,广电电气,SSE,275,26.49,provisional_include,历史能源样本且当前仍正常上市,False
600405.SH,北京动力源科技股份有限公司,动力源,SSE,276,26.41,provisional_include,历史能源样本且当前仍正常上市,False
00819.HK,天能动力国际有限公司,,HKEX,277,26.22,pending_snapshot,HKEX官方快照尚未接入,True
600163.SH,中闽能源股份有限公司,中闽能源,SSE,278,26.17,provisional_include,历史能源样本且当前仍正常上市,False
603706.SH,新疆东方环宇燃气股份有限公司,东方环宇,SSE,279,26.13,provisional_include,历史能源样本且当前仍正常上市,False
603618.SH,杭州电缆股份有限公司,杭电股份,SSE,280,26.1,provisional_include,历史能源样本且当前仍正常上市,False
688616.SH,杭州西力智能科技股份有限公司,西力科技,SSE,281,25.99,provisional_include,历史能源样本且当前仍正常上市,False
688116.SH,江苏天奈科技股份有限公司,天奈科技,SSE,282,25.73,provisional_include,历史能源样本且当前仍正常上市,False
600508.SH,上海大屯能源股份有限公司,上海能源,SSE,283,25.6,provisional_include,历史能源样本且当前仍正常上市,False
03395.HK,吉星新能源有限责任公司,,HKEX,284,25.45,pending_snapshot,HKEX官方快照尚未接入,True
00689.HK,长盈集团(控股)有限公司,,HKEX,285,25.35,pending_snapshot,HKEX官方快照尚未接入,True
688517.SH,金冠电气股份有限公司,金冠电气,SSE,286,25.12,provisional_include,历史能源样本且当前仍正常上市,False
002986.SZ,湖南宇新能源科技股份有限公司,宇新股份,SZSE,287,24.98,provisional_include,历史能源样本且当前仍正常上市,False
600744.SH,大唐华银电力股份有限公司,华银电力,SSE,288,24.6,provisional_include,历史能源样本且当前仍正常上市,False
300763.SZ,锦浪科技股份有限公司,锦浪科技,SZSE,289,24.51,provisional_include,历史能源样本且当前仍正常上市,False
603032.SH,德力西新能源科技股份有限公司,德新科技,SSE,290,24.28,provisional_include,历史能源样本且当前仍正常上市,False
301217.SZ,安徽铜冠铜箔集团股份有限公司,铜冠铜箔,SZSE,291,24.03,provisional_include,历史能源样本且当前仍正常上市,False
000537.SZ,天津中绿电投资股份有限公司,绿发电力,SZSE,292,23.65,provisional_include,历史能源样本且当前仍正常上市,False
605368.SH,河南蓝天燃气股份有限公司,蓝天燃气,SSE,293,23.6,provisional_include,历史能源样本且当前仍正常上市,False
600550.SH,保定天威保变电气股份有限公司,保变电气,SSE,294,23.59,provisional_include,历史能源样本且当前仍正常上市,False
002221.SZ,东华能源股份有限公司,东华能源,SZSE,295,23.54,provisional_include,历史能源样本且当前仍正常上市,False
603689.SH,安徽省天然气开发股份有限公司,皖天然气,SSE,296,23.51,provisional_include,历史能源样本且当前仍正常上市,False
688388.SH,广东嘉元科技股份有限公司,嘉元科技,SSE,297,23.22,provisional_include,历史能源样本且当前仍正常上市,False
600726.SH,华电能源股份有限公司,华电能源,SSE,298,23.21,provisional_include,历史能源样本且当前仍正常上市,False
002121.SZ,深圳市科陆电子科技股份有限公司,科陆电子,SZSE,299,23.05,provisional_include,历史能源样本且当前仍正常上市,False
688717.SH,浙江艾罗网络能源技术股份有限公司,艾罗能源,SSE,300,22.9,provisional_include,历史能源样本且当前仍正常上市,False
001376.SZ,江西百通能源股份有限公司,百通能源,SZSE,301,22.89,provisional_include,历史能源样本且当前仍正常上市,False
002534.SZ,西子清洁能源装备制造股份有限公司,西子洁能,SZSE,302,22.67,provisional_include,历史能源样本且当前仍正常上市,False
688429.SH,常州时创能源股份有限公司,时创能源,SSE,303,22.62,provisional_include,历史能源样本且当前仍正常上市,False
688191.SH,智洋创新科技股份有限公司,智洋创新,SSE,304,22.58,provisional_include,历史能源样本且当前仍正常上市,False
688680.SH,上海海优威新材料股份有限公司,海优新材,SSE,305,22.53,provisional_include,历史能源样本且当前仍正常上市,False
603031.SH,安徽安孚电池科技股份有限公司,安孚科技,SSE,306,22.52,provisional_include,历史能源样本且当前仍正常上市,False
688503.SH,常州聚和新材料股份有限公司,聚和材料,SSE,307,22.28,provisional_include,历史能源样本且当前仍正常上市,False
003022.SZ,联泓新材料科技股份有限公司,联泓新科,SZSE,308,22.22,provisional_include,历史能源样本且当前仍正常上市,False
834770.BJ,浙江艾能聚光伏科技股份有限公司,,BSE,309,22,pending_snapshot,BSE官方快照尚未接入,True
603105.SH,浙江芯能光伏科技股份有限公司,芯能科技,SSE,310,21.92,provisional_include,历史能源样本且当前仍正常上市,False
603063.SH,深圳市禾望电气股份有限公司,禾望电气,SSE,311,21.83,provisional_include,历史能源样本且当前仍正常上市,False
603353.SH,湖南和顺石油股份有限公司,和顺石油,SSE,312,21.81,provisional_include,历史能源样本且当前仍正常上市,False
603393.SH,新疆鑫泰天然气股份有限公司,新天然气,SSE,313,21.77,provisional_include,历史能源样本且当前仍正常上市,False
002700.SZ,新疆浩源天然气股份有限公司,万憬能源,SZSE,314,21.72,provisional_include,历史能源样本且当前仍正常上市,False
002606.SZ,大连电瓷集团股份有限公司,大连电瓷,SZSE,315,21.61,provisional_include,历史能源样本且当前仍正常上市,False
600847.SH,重庆万里新能源股份有限公司,万里股份,SSE,316,21.59,provisional_include,历史能源样本且当前仍正常上市,False
300390.SZ,苏州天华新能源科技股份有限公司,天华新能,SZSE,317,21.53,provisional_include,历史能源样本且当前仍正常上市,False
301587.SZ,常州武进中瑞电子科技股份有限公司,中瑞股份,SZSE,318,21.52,provisional_include,历史能源样本且当前仍正常上市,False
603628.SH,清源科技股份有限公司,清源股份,SSE,319,21.5,provisional_include,历史能源样本且当前仍正常上市,False
601001.SH,晋能控股山西煤业股份有限公司,晋控煤业,SSE,320,21.46,provisional_include,历史能源样本且当前仍正常上市,False
688155.SH,上海先惠自动化技术股份有限公司,先惠技术,SSE,321,21.45,provisional_include,历史能源样本且当前仍正常上市,False
600395.SH,贵州盘江精煤股份有限公司,盘江股份,SSE,322,21.42,provisional_include,历史能源样本且当前仍正常上市,False
688597.SH,北京煜邦电力技术股份有限公司,煜邦电力,SSE,323,21.35,provisional_include,历史能源样本且当前仍正常上市,False
605117.SH,宁波德业科技股份有限公司,德业股份,SSE,324,21.3,provisional_include,历史能源样本且当前仍正常上市,False
830809.BJ,贵州安达科技能源股份有限公司,,BSE,325,21.3,pending_snapshot,BSE官方快照尚未接入,True
835237.BJ,力佳电源科技(湖北)股份有限公司,,BSE,326,21.26,pending_snapshot,BSE官方快照尚未接入,True
002533.SZ,金杯电工股份有限公司,金杯电工,SZSE,327,21.26,provisional_include,历史能源样本且当前仍正常上市,False
601567.SH,宁波三星医疗电气股份有限公司,三星电气,SSE,328,21.25,provisional_include,历史能源样本且当前仍正常上市,False
001269.SZ,内蒙古欧晶科技股份有限公司,欧晶科技,SZSE,329,21.25,provisional_include,历史能源样本且当前仍正常上市,False
300191.SZ,潜能恒信能源技术股份有限公司,潜能恒信,SZSE,330,21.23,provisional_include,历史能源样本且当前仍正常上市,False
002882.SZ,金龙羽集团股份有限公司,金龙羽,SZSE,331,21.13,provisional_include,历史能源样本且当前仍正常上市,False
300820.SZ,四川英杰电气股份有限公司,英杰电气,SZSE,332,21.07,provisional_include,历史能源样本且当前仍正常上市,False
603070.SH,万控智造股份有限公司,万控智造,SSE,333,21.05,provisional_include,历史能源样本且当前仍正常上市,False
002270.SZ,华明电力装备股份有限公司,华明装备,SZSE,334,20.99,provisional_include,历史能源样本且当前仍正常上市,False
600157.SH,永泰能源集团股份有限公司,永泰能源,SSE,335,20.95,provisional_include,历史能源样本且当前仍正常上市,False
301325.SZ,深圳市曼恩斯特科技股份有限公司,曼恩斯特,SZSE,336,20.91,provisional_include,历史能源样本且当前仍正常上市,False
601016.SH,中节能风力发电股份有限公司,节能风电,SSE,337,20.87,provisional_include,历史能源样本且当前仍正常上市,False
300332.SZ,天壕能源股份有限公司,天壕能源,SZSE,338,20.83,provisional_include,历史能源样本且当前仍正常上市,False
605169.SH,新疆洪通燃气股份有限公司,洪通燃气,SSE,339,20.81,provisional_include,历史能源样本且当前仍正常上市,False
605580.SH,恒盛能源股份有限公司,恒盛能源,SSE,340,20.79,provisional_include,历史能源样本且当前仍正常上市,False
831010.BJ,宁夏凯添燃气发展股份有限公司,,BSE,341,20.78,pending_snapshot,BSE官方快照尚未接入,True
603619.SH,中曼石油天然气集团股份有限公司,中曼石油,SSE,342,20.78,provisional_include,历史能源样本且当前仍正常上市,False
300286.SZ,安科瑞电气股份有限公司,安科瑞,SZSE,343,20.77,provisional_include,历史能源样本且当前仍正常上市,False
605162.SH,浙江新中港热电股份有限公司,新中港,SSE,344,20.77,provisional_include,历史能源样本且当前仍正常上市,False
688598.SH,湖南金博碳素股份有限公司,金博股份,SSE,345,20.71,provisional_include,历史能源样本且当前仍正常上市,False
834682.BJ,宁波球冠电缆股份有限公司,,BSE,346,20.68,pending_snapshot,BSE官方快照尚未接入,True
688556.SH,青岛高测科技股份有限公司,高测股份,SSE,347,20.67,provisional_include,历史能源样本且当前仍正常上市,False
002850.SZ,深圳市科达利实业股份有限公司,科达利,SZSE,348,20.64,provisional_include,历史能源样本且当前仍正常上市,False
600681.SH,百川能源股份有限公司,百川能源,SSE,349,20.64,provisional_include,历史能源样本且当前仍正常上市,False
002865.SZ,海南钧达新能源科技股份有限公司,钧达股份,SZSE,350,20.6,provisional_include,历史能源样本且当前仍正常上市,False
603728.SH,上海鸣志电器股份有限公司,鸣志电器,SSE,351,20.57,provisional_include,历史能源样本且当前仍正常上市,False
600577.SH,铜陵精达特种电磁线股份有限公司,精达股份,SSE,352,20.56,provisional_include,历史能源样本且当前仍正常上市,False
000593.SZ,德龙汇能集团股份有限公司,德龙汇能,SZSE,353,20.54,provisional_include,历史能源样本且当前仍正常上市,False
832110.BJ,珠海雷特科技股份有限公司,,BSE,354,20.51,pending_snapshot,BSE官方快照尚未接入,True
000591.SZ,中节能太阳能股份有限公司,太阳能,SZSE,355,20.5,provisional_include,历史能源样本且当前仍正常上市,False
835185.BJ,贝特瑞新材料集团股份有限公司,,BSE,356,20.49,pending_snapshot,BSE官方快照尚未接入,True
301439.SZ,威海市泓淋电力技术股份有限公司,泓淋电力,SZSE,357,20.46,provisional_include,历史能源样本且当前仍正常上市,False
688275.SH,湖北万润新能源科技股份有限公司,万润新能,SSE,358,20.43,provisional_include,历史能源样本且当前仍正常上市,False
600725.SH,云南云维股份有限公司,云维股份,SSE,359,20.39,provisional_include,历史能源样本且当前仍正常上市,False
002518.SZ,深圳科士达科技股份有限公司,科士达,SZSE,360,20.34,provisional_include,历史能源样本且当前仍正常上市,False
300483.SZ,首华燃气科技(上海)股份有限公司,首华燃气,SZSE,361,20.33,provisional_include,历史能源样本且当前仍正常上市,False
688516.SH,无锡奥特维科技股份有限公司,奥特维,SSE,362,20.27,provisional_include,历史能源样本且当前仍正常上市,False
000968.SZ,山西蓝焰控股股份有限公司,蓝焰控股,SZSE,363,20.27,provisional_include,历史能源样本且当前仍正常上市,False
603489.SH,八方电气(苏州)股份有限公司,八方股份,SSE,364,20.26,provisional_include,历史能源样本且当前仍正常上市,False
300432.SZ,富临精工股份有限公司,富临精工,SZSE,365,20.25,provisional_include,历史能源样本且当前仍正常上市,False
002125.SZ,湘潭电化科技股份有限公司,湘潭电化,SZSE,366,20.23,provisional_include,历史能源样本且当前仍正常上市,False
000543.SZ,安徽省皖能股份有限公司,皖能电力,SZSE,367,20.23,provisional_include,历史能源样本且当前仍正常上市,False
603080.SH,新疆火炬燃气股份有限公司,新疆火炬,SSE,368,20.17,provisional_include,历史能源样本且当前仍正常上市,False
001331.SZ,胜通能源股份有限公司,胜通能源,SZSE,369,20.15,provisional_include,历史能源样本且当前仍正常上市,False
300880.SZ,宁波迦南智能电气股份有限公司,迦南智能,SZSE,370,20.14,provisional_include,历史能源样本且当前仍正常上市,False
001301.SZ,石家庄尚太科技股份有限公司,尚太科技,SZSE,371,20.12,provisional_include,历史能源样本且当前仍正常上市,False
300407.SZ,天津凯发电气股份有限公司,凯发电气,SZSE,372,20.09,provisional_include,历史能源样本且当前仍正常上市,False
300073.SZ,北京当升材料科技股份有限公司,当升科技,SZSE,373,20.06,provisional_include,历史能源样本且当前仍正常上市,False
603026.SH,胜华新材料集团股份有限公司,石大胜华,SSE,374,20.01,provisional_include,历史能源样本且当前仍正常上市,False
301238.SZ,江苏瑞泰新能源材料股份有限公司,瑞泰新材,SZSE,375,20.01,provisional_include,历史能源样本且当前仍正常上市,False
301150.SZ,湖北中一科技股份有限公司,中一科技,SZSE,376,19.97,provisional_include,历史能源样本且当前仍正常上市,False
001299.SZ,陕西美能清洁能源集团股份有限公司,美能能源,SZSE,377,19.95,provisional_include,历史能源样本且当前仍正常上市,False
603191.SH,重庆望变电气(集团)股份有限公司,望变电气,SSE,378,19.93,provisional_include,历史能源样本且当前仍正常上市,False
301295.SZ,浙江美硕电气科技股份有限公司,美硕科技,SZSE,379,19.93,provisional_include,历史能源样本且当前仍正常上市,False
688348.SH,昱能科技股份有限公司,昱能科技,SSE,380,19.91,provisional_include,历史能源样本且当前仍正常上市,False
000600.SZ,河北建投能源投资股份有限公司,建投能源,SZSE,381,19.91,provisional_include,历史能源样本且当前仍正常上市,False
301157.SZ,杭州华塑科技股份有限公司,华塑科技,SZSE,382,19.88,provisional_include,历史能源样本且当前仍正常上市,False
839167.BJ,同享(苏州)电子材料科技股份有限公司,,BSE,383,19.87,pending_snapshot,BSE官方快照尚未接入,True
002953.SZ,广东日丰电缆股份有限公司,日丰股份,SZSE,384,19.86,provisional_include,历史能源样本且当前仍正常上市,False
002276.SZ,浙江万马股份有限公司,万马股份,SZSE,385,19.86,provisional_include,历史能源样本且当前仍正常上市,False
301222.SZ,浙江恒威电池股份有限公司,浙江恒威,SZSE,386,19.85,provisional_include,历史能源样本且当前仍正常上市,False
301292.SZ,山东海科新源材料科技股份有限公司,海科新源,SZSE,387,19.83,provisional_include,历史能源样本且当前仍正常上市,False
601218.SH,江苏吉鑫风能科技股份有限公司,吉鑫科技,SSE,388,19.77,provisional_include,历史能源样本且当前仍正常上市,False
301388.SZ,欣灵电气股份有限公司,欣灵电气,SZSE,389,19.77,provisional_include,历史能源样本且当前仍正常上市,False
301002.SZ,深圳市崧盛电子股份有限公司,崧盛股份,SZSE,390,19.77,provisional_include,历史能源样本且当前仍正常上市,False
603829.SH,江苏洛凯机电股份有限公司,洛凯股份,SSE,391,19.75,provisional_include,历史能源样本且当前仍正常上市,False
600979.SH,四川广安爱众股份有限公司,广安爱众,SSE,392,19.74,provisional_include,历史能源样本且当前仍正常上市,False
002759.SZ,天际新能源科技股份有限公司,ST天际,SZSE,393,19.72,exclude,ST/*ST排除,False
300080.SZ,河南易成新能源股份有限公司,易成新能,SZSE,394,19.71,provisional_include,历史能源样本且当前仍正常上市,False
600868.SH,广东梅雁吉祥水电股份有限公司,梅雁吉祥,SSE,395,19.69,provisional_include,历史能源样本且当前仍正常上市,False
002169.SZ,广州智光电气股份有限公司,智光电气,SZSE,396,19.65,provisional_include,历史能源样本且当前仍正常上市,False
002259.SZ,四川升达林业产业股份有限公司,升达林业,SZSE,397,19.65,provisional_include,历史能源样本且当前仍正常上市,False
300360.SZ,杭州炬华科技股份有限公司,炬华科技,SZSE,398,19.61,provisional_include,历史能源样本且当前仍正常上市,False
833914.BJ,江苏远航精密合金科技股份有限公司,,BSE,399,19.58,pending_snapshot,BSE官方快照尚未接入,True
300438.SZ,广州鹏辉能源科技股份有限公司,鹏辉能源,SZSE,400,19.57,provisional_include,历史能源样本且当前仍正常上市,False
002245.SZ,江苏蔚蓝锂芯股份有限公司,蔚蓝锂芯,SZSE,401,19.56,provisional_include,历史能源样本且当前仍正常上市,False
000049.SZ,深圳市德赛电池科技股份有限公司,德赛电池,SZSE,402,19.56,provisional_include,历史能源样本且当前仍正常上市,False
300769.SZ,深圳市德方纳米科技股份有限公司,德方纳米,SZSE,403,19.56,provisional_include,历史能源样本且当前仍正常上市,False
301386.SZ,苏州未来电器股份有限公司,未来电器,SZSE,404,19.55,provisional_include,历史能源样本且当前仍正常上市,False
301179.SZ,江苏泽宇智能电力股份有限公司,泽宇智能,SZSE,405,19.53,provisional_include,历史能源样本且当前仍正常上市,False
605378.SH,浙江野马电池股份有限公司,野马电池,SSE,406,19.51,provisional_include,历史能源样本且当前仍正常上市,False
000009.SZ,中国宝安集团股份有限公司,中国宝安,SZSE,407,19.49,provisional_include,历史能源样本且当前仍正常上市,False
002335.SZ,科华数据股份有限公司,科华数据,SZSE,408,19.48,provisional_include,历史能源样本且当前仍正常上市,False
603016.SH,无锡新宏泰电器科技股份有限公司,新宏泰,SSE,409,19.46,provisional_include,历史能源样本且当前仍正常上市,False
300593.SZ,北京新雷能科技股份有限公司,新雷能,SZSE,410,19.44,provisional_include,历史能源样本且当前仍正常上市,False
000554.SZ,中国石化山东泰山石油股份有限公司,泰山石油,SZSE,411,19.44,provisional_include,历史能源样本且当前仍正常上市,False
603097.SH,江苏华辰变压器股份有限公司,江苏华辰,SSE,412,19.43,provisional_include,历史能源样本且当前仍正常上市,False
603312.SH,苏州西典新能源电气股份有限公司,西典新能,SSE,413,19.38,provisional_include,历史能源样本且当前仍正常上市,False
836414.BJ,上海欧普泰科技创业股份有限公司,,BSE,414,19.36,pending_snapshot,BSE官方快照尚未接入,True
833523.BJ,惠州市惠德瑞锂电科技股份有限公司,,BSE,415,19.33,pending_snapshot,BSE官方快照尚未接入,True
002527.SZ,上海新时达电气股份有限公司,新时达,SZSE,416,19.29,provisional_include,历史能源样本且当前仍正常上市,False
000791.SZ,甘肃电投能源发展股份有限公司,甘肃能源,SZSE,417,19.28,provisional_include,历史能源样本且当前仍正常上市,False
835985.BJ,唐山海泰新能科技股份有限公司,,BSE,418,19.27,pending_snapshot,BSE官方快照尚未接入,True
603218.SH,日月重工股份有限公司,日月股份,SSE,419,19.26,provisional_include,历史能源样本且当前仍正常上市,False
001283.SZ,深圳市豪鹏科技股份有限公司,豪鹏科技,SZSE,420,19.26,provisional_include,历史能源样本且当前仍正常上市,False
600110.SH,诺德新材料股份有限公司,诺德股份,SSE,421,19.25,provisional_include,历史能源样本且当前仍正常上市,False
603556.SH,杭州海兴电力科技股份有限公司,海兴电力,SSE,422,19.23,provisional_include,历史能源样本且当前仍正常上市,False
301266.SZ,苏州宇邦新型材料股份有限公司,宇邦新材,SZSE,423,19.22,provisional_include,历史能源样本且当前仍正常上市,False
301291.SZ,广东明阳电气股份有限公司,明阳电气,SZSE,424,19.2,provisional_include,历史能源样本且当前仍正常上市,False
301012.SZ,江苏扬电科技股份有限公司,扬电科技,SZSE,425,19.19,provisional_include,历史能源样本且当前仍正常上市,False
002028.SZ,思源电气股份有限公司,思源电气,SZSE,426,19.18,provisional_include,历史能源样本且当前仍正常上市,False
831627.BJ,广东力王新能源股份有限公司,,BSE,427,19.17,pending_snapshot,BSE官方快照尚未接入,True
301063.SZ,张家港海锅新能源装备股份有限公司,海锅股份,SZSE,428,19.16,provisional_include,历史能源样本且当前仍正常上市,False
000899.SZ,江西赣能股份有限公司,赣能股份,SZSE,429,19.15,provisional_include,历史能源样本且当前仍正常上市,False
301278.SZ,苏州快可光伏电子股份有限公司,快可电子,SZSE,430,19.14,provisional_include,历史能源样本且当前仍正常上市,False
301358.SZ,湖南裕能新能源电池材料股份有限公司,湖南裕能,SZSE,431,19.12,provisional_include,历史能源样本且当前仍正常上市,False
000407.SZ,山东胜利股份有限公司,胜利股份,SZSE,432,19.12,provisional_include,历史能源样本且当前仍正常上市,False
600241.SH,辽宁时代万恒股份有限公司,时代万恒,SSE,433,19.11,provisional_include,历史能源样本且当前仍正常上市,False
603212.SH,苏州赛伍应用技术股份有限公司,赛伍技术,SSE,434,19.11,provisional_include,历史能源样本且当前仍正常上市,False
831152.BJ,昆明理工恒达科技股份有限公司,,BSE,435,19.08,pending_snapshot,BSE官方快照尚未接入,True
300776.SZ,武汉帝尔激光科技股份有限公司,帝尔激光,SZSE,436,19.07,provisional_include,历史能源样本且当前仍正常上市,False
301511.SZ,九江德福科技股份有限公司,德福科技,SZSE,437,19.07,provisional_include,历史能源样本且当前仍正常上市,False
600478.SH,湖南科力远新能源股份有限公司,科力远,SSE,438,19.07,provisional_include,历史能源样本且当前仍正常上市,False
300265.SZ,江苏通光电子线缆股份有限公司,通光线缆,SZSE,439,19.07,provisional_include,历史能源样本且当前仍正常上市,False
688551.SH,科威尔技术股份有限公司,科威尔,SSE,440,19.03,provisional_include,历史能源样本且当前仍正常上市,False
600481.SH,双良节能系统股份有限公司,双良节能,SSE,441,19.02,provisional_include,历史能源样本且当前仍正常上市,False
830779.BJ,武汉市蓝电电子股份有限公司,,BSE,442,19.01,pending_snapshot,BSE官方快照尚未接入,True
301210.SZ,无锡市金杨新材料股份有限公司,金杨精密,SZSE,443,18.99,provisional_include,历史能源样本且当前仍正常上市,False
600207.SH,河南安彩高科股份有限公司,安彩高科,SSE,444,18.99,provisional_include,历史能源样本且当前仍正常上市,False
02012.HK,阳光油砂有限公司,,HKEX,445,18.98,pending_snapshot,HKEX官方快照尚未接入,True
002623.SZ,常州亚玛顿股份有限公司,亚玛顿,SZSE,446,18.95,provisional_include,历史能源样本且当前仍正常上市,False
002015.SZ,协鑫能源科技股份有限公司,协鑫能科,SZSE,447,18.95,provisional_include,历史能源样本且当前仍正常上市,False
603344.SH,星德胜科技(苏州)股份有限公司,星德胜,SSE,448,18.94,provisional_include,历史能源样本且当前仍正常上市,False
834062.BJ,科润智能控制股份有限公司,,BSE,449,18.94,pending_snapshot,BSE官方快照尚未接入,True
600758.SH,辽宁能源煤电产业股份有限公司,辽宁能源,SSE,450,18.92,provisional_include,历史能源样本且当前仍正常上市,False
831396.BJ,许昌智能继电器股份有限公司,,BSE,451,18.91,pending_snapshot,BSE官方快照尚未接入,True
01799.HK,新特能源股份有限公司,,HKEX,452,18.9,pending_snapshot,HKEX官方快照尚未接入,True
870299.BJ,南京灿能电力自动化股份有限公司,,BSE,453,18.89,pending_snapshot,BSE官方快照尚未接入,True
300317.SZ,珈伟新能源股份有限公司,珈伟新能,SZSE,454,18.87,provisional_include,历史能源样本且当前仍正常上市,False
002487.SZ,大金重工股份有限公司,大金重工,SZSE,455,18.87,provisional_include,历史能源样本且当前仍正常上市,False
00951.HK,超威动力控股有限公司,,HKEX,456,18.85,pending_snapshot,HKEX官方快照尚未接入,True
002346.SZ,上海柘中集团股份有限公司,柘中股份,SZSE,457,18.84,provisional_include,历史能源样本且当前仍正常上市,False
301516.SZ,深圳市核达中远通电源技术股份有限公司,中远通,SZSE,458,18.84,provisional_include,历史能源样本且当前仍正常上市,False
002733.SZ,深圳市雄韬电源科技股份有限公司,雄韬股份,SZSE,459,18.83,provisional_include,历史能源样本且当前仍正常上市,False
301349.SZ,辽宁信德新材料科技(集团)股份有限公司,信德新材,SZSE,460,18.82,provisional_include,历史能源样本且当前仍正常上市,False
